,Event ID,Description,Start Date,End Date,Status,Type,Booked Spaces,Firm (Booked Date),Forecast Attendance,Actual Attendance (Attendee + Exhibitor),In Date,Out Date,Booking Entered On (Client Contact Date),SQFT per Event,F&B Minimum Per Contract:,Total Room Nights,Ordered Rent Total,eventDuration,bookingTillStart,contactTillStart,totalEventDuration,startDoW,endDoW,isWeekend,isHoliday,isHolidayTotal,isStadium,Frequency,Recur (Y/N),O,U,P-A,P-B,P-C,M-A2,E-A3,E-A1,E-A2,E-B1,E-B2,E-B3,E-C1,M-A5,M-B2,M-C4,BA-C,M-A1,P,M-A4,M-A3,M-B3,M-B4,M-B1,M-B5,M-C1,M-C2,M-C3,BA-A,BA-B,Expense
42,5379,CAMEX,42057,2015/2/24,Confirmed (56),CONV,"['Building B Connector Overlook', ' Building B Registration Hall', ' Building B-C Connector', ' Exhibit Halls B3-B5 Combined', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B313A', ' Meeting Room B313B', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B406A', ' Meeting Room B406B', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Thomas Murphy Ballroom 1-4']",41380,6000,6000,42052,2015/2/26,41380,5159035,180000,12856,103500,3,677,677,10,6,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,20,0,0,7,0,0,0,2,0,0,24,11,6,3,0,0,0,0,1,nomatch
43,7698,EDexpo,42057,2015/2/24,Confirmed (56),CONV,['Exhibit Halls B1-B2 Combined'],41627,2000,2358,42053,2015/2/26,41627,1669500,0,12856,45000,3,430,430,9,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
44,7680,IHG ART U,42058,2015/2/26,Confirmed (56),CONF,"['Building C Food World', ' Building C Registration Storage', ' Exhibit Hall C1', ' Exhibit Hall Meeting Room C111-C114', ' Georgia Ballroom 1-3', ' Hall C1 Show Office', ' Meeting Room A411-A412', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202', ' Meeting Room C203-C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C212', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium', ' Thomas Murphy Ballroom 1-4']",41808,2000,1500,42056,2015/2/27,41625,1469453,240000,3613,85352.5,4,250,433,7,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,8,0,1,3,0,2,0,0,0,0,0,0,15,13,1,0,1,nomatch
45,9837,The Legal & Professional Education: Best of CLE- BOOTGA,42060,2015/2/26,Confirmed (56),MEET,['Meeting Room B306'],42011,60,25,42060,2015/2/26,41928,4240,0,1,1270,2,49,132,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nomatch
46,10218,KelbyOne,42060,2015/2/25,Confirmed (56),MEET,['Meeting Room B406-B407'],42016,300,175,42060,2015/2/25,41988,11016,0,1,1683.75,1,44,72,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,nomatch
47,9193,Georgia Legislative Black Caucus Heritage Dinner,42061,2015/2/26,Confirmed (56),ME,"['Thomas Murphy Ballroom 1', ' Thomas Murphy Ballroom 2-3', ' Thomas Murphy Ballroom 4']",41904,900,715,42061,2015/2/26,41836,33020,15000,1,0,1,157,225,1,3,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,nomatch
48,9840,The Legal & Professional Education- Wetlands Law (WETGA),42062,2015/2/27,Confirmed (56),MEET,['Meeting Room B306'],42011,60,25,42062,2015/2/27,41928,2120,0,1,635,1,51,134,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nomatch
49,5893,Monster Energy Supercross Atlanta II,42063,2015/2/28,Confirmed (56),COMP,"['Exhibit Halls C2-C4 Combined', ' Gold Deck Turnaround', ' Stadium', ' West Plaza']",41900,60000,36563,42058,2015/3/1,41423,1902000,0,1,0,1,163,640,7,5,5,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.25
50,9618,"Your Child, Our Responsibility POWER DAY",42063,2015/2/28,Confirmed (56),MEET,"['Meeting Room B401-B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B408', ' Meeting Room B409']",41964,300,300,42063,2015/2/28,41901,-14891,0,1,3352.5,1,99,162,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,nomatch
51,5464,Society of Interventional Radiology,42064,2015/3/4,Confirmed (56),CONV,"['Executive Boardroom', ' Exhibit Hall A1', ' Exhibit Hall A2', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Sidney Marcus Auditorium']",40549,6000,4500,42060,2015/3/6,41390,2911837,,10800,78625,4,1515,674,10,6,2,1,0,0,0,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,2,0,0,0,17,0,2,1,0,0,0,0,0,0,0,1,0,nomatch
52,9841,The Legal & Professional Education: Land Use Law (LULGA),42066,2015/3/4,Confirmed (56),MEET,['Meeting Room C213'],42011,60,25,42066,2015/3/4,41928,2860,0,1,860,2,55,138,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,nomatch
53,5058,"SECO International, LLC",42067,2015/3/8,Confirmed (56),CONV,"['Building B Registration Hall', ' Executive Boardroom', ' Exhibit Hall B1', ' Exhibit Hall B4', ' Exhibit Halls B2-B3 Combined', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B313A', ' Meeting Room B313B', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B406A', ' Meeting Room B406B', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Thomas Murphy Ballroom 1-4']",41493,7000,7114,42064,2015/3/9,41333,4764175,100000,9732,139825,5,574,734,9,2,6,1,0,0,0,4,1,0,0,0,1,0,1,0,0,0,2,7,1,0,0,7,0,0,0,1,0,0,24,11,6,3,0,0,0,0,1,123.1
54,10515,WorldVentures Regional Training,42068,2015/3/7,Confirmed (56),TRAI,"['Meeting Room A311-A312', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']",42048,1000,1500,42068,2015/3/7,42037,26999,,1,5290,3,20,31,3,3,5,1,0,0,0,2,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,nomatch
55,10593,American Express Promo,42068,2015/3/5,Confirmed (56),PROMO,['International Blvd - Park'],42047,200,0,42068,2015/3/5,42047,0,0,1,3500,1,21,21,1,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
56,7664,Starpower Competition,42069,2015/3/8,Confirmed (56),COMP,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Meeting Room C207', ' Meeting Room C301', ' Meeting Room C302']",41691,1000,1000,42069,2015/3/8,41620,109338,0,1,34900,3,378,449,3,4,6,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,0,0,nomatch
57,9112,Greater Atlanta RV Show,42069,2015/3/8,Confirmed (56),PUB,"['Building C Connector Overlook', ' Exhibit Hall C3', ' Exhibit Hall C4', ' Hall C3a Show Office', ' Hall C3b Show Office', ' Hall C4 Show Office', ' Meeting Room C201', ' Meeting Room C202-C204', ' Meeting Room C205', ' Meeting Room C206']",41943,12000,8000,42066,2015/3/9,41820,1398318,0,1,70200,3,126,249,7,4,6,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,0,0,-2753.5
58,9582,Visalus RST-Atlanta 2015,42069,2015/3/7,Confirmed (56),MEET,"['Meeting Room A401', ' Meeting Room A412', ' Meeting Room A412A']",41960,1000,800,42069,2015/3/7,41897,11097,0,100,2878.75,2,109,172,2,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nomatch
59,8533,Georgia Youth State Wrestling Championship,42070,2015/3/7,Confirmed (56),COMP,['Stadium'],41884,10000,6532,42069,2015/3/8,41738,0,0,1,46500,1,186,332,3,5,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
60,10473,Quest,42072,2015/3/24,Confirmed (56),FILM,"['Exhibit Hall C3', ' Georgia Ballroom Mezzanine', ' Gold Deck', ' Lower International Blvd', ' Red Deck']",41688,200,500,42072,2015/3/24,42030,323037,,1,42500,16,384,42,16,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
61,5050,Microsoft Convergence,42079,2015/3/19,Confirmed (56),CONV,"['Building A-B Registration Hall', ' Building B Food Works', ' Executive Boardroom', ' Exhibit Hall A1', ' Exhibit Hall A2', ' Exhibit Hall A3', ' Exhibit Hall B1', ' Exhibit Hall B2', ' Exhibit Hall B3', ' Exhibit Hall B4', ' Exhibit Hall B5', ' Exhibit Hall C1', ' Exhibit Hall C2', ' Exhibit Hall C3', ' Exhibit Hall C4', ' Georgia Ballroom 1-3', ' International Conference Room', ' International Plaza', ' Marshalling Yard 1', ' Marshalling Yard 3', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C212', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium', ' Sidney Marcus Auditorium', ' Social Table', ' Thomas Murphy Ballroom 1-4']",41330,15000,10271,42073,2015/3/21,41330,21354082,1500000,34103,0,4,749,749,12,0,3,0,0,0,0,1,0,3,1,1,2,0,8,1,1,1,2,1,2,4,2,3,0,3,17,3,2,1,24,11,6,3,15,7,1,1,1,nomatch
62,10492,deFacto Global 5K,42081,2015/3/18,Confirmed (56),CON,['International Blvd - Park'],42079,200,0,42081,2015/3/18,42032,0,0,1,1000,1,2,49,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
63,9038,Joel Osteen,42084,2015/3/21,Confirmed (56),CONV,"['Marshalling Yard 2', ' Stadium']",41933,40000,22375,42083,2015/3/22,41807,108000,0,1,120000,1,151,277,3,5,5,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
64,7001,Publix Marathon,42085,2015/3/22,Confirmed (56),SPORT,['Entire Park'],41522,10000,9958,42083,2015/3/23,41522,0,0,1,20000,1,563,563,4,6,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
65,8268,Pink Cultured Pearls,42085,2015/3/22,Confirmed (56),REC,"['Thomas Murphy Ballroom 1', ' Thomas Murphy Ballroom 2-3', ' Thomas Murphy Ballroom 4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8']",41590,500,500,42085,2015/3/22,41709,35402,20000,1,0,1,495,376,1,6,6,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,nomatch
66,9416,CAT Rental Power Meeting,42085,2015/3/24,Confirmed (56),MEET,"['Dome Field', ' Exhibit Hall B1', ' Exhibit Hall B2']",42026,500,505,42084,2015/3/24,41865,646000,0,1181,33000,3,59,220,4,6,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
67,8570,Junior Achievement Fellows Graduation,42087,2015/3/24,Confirmed (56),GRAD,['Georgia Ballroom 2'],41950,500,500,42087,2015/3/24,41743,10378,0,1,3605,1,137,344,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
68,5037,2015 Atlanta International Auto Show,42088,2015/3/29,Confirmed (56),PUB,"['Building C Connector Overlook', ' Building C Lobby - North', ' Exhibit Hall C1', ' Exhibit Hall C2', ' Exhibit Hall C3', ' Exhibit Hall C4', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' West Plaza']",41922,50000,50500,42083,2015/3/31,41324,5607911,0,1,346300,5,166,764,12,2,6,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,6,2,0,0,0,nomatch
69,9139,"Georgia Association of Manufacturers, Inc.",42088,2015/3/25,Confirmed (56),MEET,"['Meeting Room C202', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209-C210']",41907,100,240,42088,2015/3/25,41827,11265,0,1,1338.75,1,181,261,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,nomatch
70,10402,Chevy Dealer Meeting,42088,2015/3/25,Confirmed (56),MEET,['Meeting Room C302'],42027,35,25,42088,2015/3/25,42019,3275,,1,735,1,61,69,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nomatch
71,10584,General Motors Auto Show Kick-off Breakfast,42088,2015/3/25,Confirmed (56),ME,"['Georgia Ballroom 3', ' Meeting Room C201', ' Meeting Room C205', ' Meeting Room C206']",42087,350,300,42088,2015/3/25,42046,14985,10000,1,1866,1,1,42,1,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,nomatch
72,5336,Hinman Dental Meeting,42089,2015/3/28,Confirmed (56),CONV,"['Building A Registration Hall', ' Building B Registration Hall', ' Exhibit Halls A1-A3 Combined', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B206', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B313A', ' Meeting Room B313B', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B406A', ' Meeting Room B406B', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4']",41045,21000,20774,42085,2015/3/30,41374,4232644,0,14969,208300,3,1044,715,9,3,5,1,0,0,0,5,1,0,0,1,1,0,7,1,7,13,0,0,0,0,2,4,0,0,17,2,2,1,12,10,4,3,0,0,0,1,1,253.82
73,8550,Georgia FIRST Robotics Peachtree Regional 2015,42089,2015/3/28,Confirmed (56),COMP,"['Building B Food Works', ' Exhibit Hall B4', ' Exhibit Hall B5', ' Marshalling Yard 4', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218']",41921,4000,4000,42087,2015/3/28,41738,1296110,0,1,19880,3,168,351,5,3,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,nomatch
74,10256,Emory University Office of Development and Alumni Relations,42090,2015/3/27,Confirmed (56),MEET,['Meeting Room B203'],42013,150,150,42090,2015/3/27,41992,3645,5000,1,86.25,1,77,98,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nomatch
75,7665,Revolution Talent Competition,42091,2015/3/29,Confirmed (56),COMP,"['Georgia Ballroom 2', ' Georgia Ballroom 3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Meeting Room C205', ' Meeting Room C301', ' Meeting Room C302']",41836,1500,1500,42090,2015/3/29,41620,88617,0,1,23972.5,2,255,471,3,5,6,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,1,0,0,nomatch
76,8023,2015 Atlanta Science Festival,42091,2015/3/28,Confirmed (56),FEST,['All North Park'],41967,10000,0,42089,2015/3/29,41677,0,0,1,11500,1,124,414,4,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270.55
77,10843,Game of Silence - Film Shoot,42093,2015/3/30,Confirmed (56),FILM,['Belvedere'],42091,5,0,42093,2015/3/30,42088,0,,1,1000,1,2,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
78,8058,Georgia Logistics Summit,42094,2015/4/1,Confirmed (56),CONF,"['Meeting Room B401', ' Meeting Room B402', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B411', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Galleria']",41779,1500,1700,42093,2015/4/1,41681,115414,135000,1,6789.7,2,315,413,3,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,nomatch
79,9647,Central Atlanta Progress,42094,2015/3/31,Confirmed (56),MEET,['Sidney Marcus Auditorium'],41982,1000,800,42093,2015/3/31,41906,31378,20000,1,161.5,1,112,188,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,nomatch
80,10176,Wednesday WindDown,42095,2015/4/1,Confirmed (56),CON,['Southern Company Amphitheater'],41983,1500,0,42095,2015/4/1,41983,0,0,1,400,1,112,112,1,2,2,0,0,0,0,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
81,10799,EBO Outreach Session,42095,2015/4/1,Confirmed (56),MEET,['Meeting Room C208-C210'],42083,400,250,42095,2015/4/1,42081,4348,,1,0,1,12,14,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,nomatch
82,10281,Music @ Noon,42096,2015/4/2,Confirmed (56),CON,['Southern Company Amphitheater'],41995,200,0,42096,2015/4/2,41995,0,0,1,0,1,101,101,1,3,3,0,0,0,0,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
