,Event ID,Description,Start Date,End Date,Status,Type,Booked Spaces,Firm (Booked Date),Forecast Attendance,Actual Attendance (Attendee + Exhibitor),In Date,Out Date,Booking Entered On (Client Contact Date),SQFT per Event,F&B Minimum Per Contract:,Total Room Nights,Ordered Rent Total,eventDuration,bookingTillStart,contactTillStart,totalEventDuration,startDoW,endDoW,isWeekend,isHoliday,isHolidayTotal,isStadium,Frequency,Recur (Y/N),O,U,P-A,P-B,P-C,M-A2,E-A3,E-A1,E-A2,E-B1,E-B2,E-B3,E-C1,M-A5,M-B2,M-C4,BA-C,M-A1,P,M-A4,M-A3,M-B3,M-B4,M-B1,M-B5,M-C1,M-C2,M-C3,BA-A,BA-B,Expense
1166,13252,DeKalb County School Graduations,42877,2017/5/27,Confirmed (56),GRAD,"['Exhibit Hall C1', ' Exhibit Hall C2']",42607,60000,80000,42875,2017/5/27,42424,1460000,0,,49500,6,270,453,8,0,5,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29690.32
1167,13422,Atlanta Independent School System Graduations,42878,2017/5/26,Confirmed (56),GRAD,"['Building B-C Connector West', ' Exhibit Hall C3', ' Exhibit Hall C4', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211-C213']",42627,55000,50000,42874,2017/5/26,42450,1250304,0,1,55600,4,251,428,8,1,4,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,50484.88
1168,15745,ezFood Fest,42878,2017/5/23,Confirmed (56),FEST,['International Plaza'],42873,400,300,42878,2017/5/23,42828,283170,,,4500,1,5,50,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.11
1169,7179,MomoCon,42880,2017/5/28,Confirmed (56),CONV,"['Building A Registration Hall', ' Exhibit Hall A3', ' Exhibit Halls A1-A2 Combined', ' International Conference Room', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Sidney Marcus Auditorium']",42048,22000,31000,42879,2017/5/29,41548,2125842,0,7042,120441.5,4,832,1332,6,3,6,1,0,1,0,5,1,0,1,1,0,0,7,7,0,2,0,0,0,0,2,0,0,0,17,1,2,1,0,0,0,0,0,0,0,1,0,92951.46
1170,15964,Mercedes Benz Press Event,42880,2017/5/25,Confirmed (56),MEET,['International Blvd - GWCC'],42879,10,10,42880,2017/5/25,42873,0,,,375,1,1,7,1,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
1171,15995,Chick-Fil-A Foundation Vine City & West Side Focus Group Meeting,42881,2017/5/26,Confirmed (56),ME,['JA BizTown Conference Room'],42880,15,15,42881,2017/5/26,42880,0,,,0,1,1,1,1,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
1172,14177,Southeast Regional Championships,42882,2017/5/28,Confirmed (56),COMP,"['Exhibit Hall B4', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218']",42674,1400,1600,42881,2017/5/30,42550,791276,,,11000,2,208,332,5,5,6,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13027.74
1173,15257,CDC Center for Global Health 2017 Annual Meeting,42885,2017/6/6,Confirmed (56),TRAI,"['Exhibit Hall Meeting Room C111', ' Exhibit Hall Meeting Room C112', ' Exhibit Hall Meeting Room C113', ' Exhibit Hall Meeting Room C114', ' Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Green Room', ' Georgia Ballroom Mezzanine', ' Georgia Ballroom Patio', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202-C204', ' Meeting Room C205', ' Meeting Room C210', ' Meeting Room C211-C213', ' Meeting Room C302']",42824,600,0,42885,2017/6/16,42748,525790,,,91608,8,61,137,18,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,9,11,1,0,0,34761.29
1174,15994,Chick-fil-A Vision and Values Tour,42886,2017/6/1,Confirmed (56),ME,['JA BizTown Pre-Function Area'],42880,40,0,42886,2017/6/1,42880,0,,,0,2,6,6,2,2,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
1175,15709,Music at Noon,42887,2017/6/1,Confirmed (56),CON,['Southern Company Amphitheater'],42824,75,0,42887,2017/6/1,42823,0,,,0,1,63,64,1,3,3,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6347
1176,15984,Falcons Meeting,42887,2017/6/2,Confirmed (56),MEET,['Meeting Room C201'],42886,60,60,42887,2017/6/2,42879,4684,,,352.5,2,1,8,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,nomatch
1177,16015,MBS Orientation Meeting,42887,2017/6/26,Confirmed (56),MEET,"['Meeting Room C205', ' Meeting Room C206']",42906,115,100,42887,2017/6/26,42886,4958,,,372.5,26,-19,1,26,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,nomatch
1178,11593,CFA Institute,42888,2017/6/3,Confirmed (56),MEET,"['Exhibit Hall A2', ' Exhibit Hall A3', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311']",42627,1000,850,42888,2017/6/3,42187,302434,0,1,19960,2,261,701,2,4,5,1,0,0,0,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7991.86
1179,14059,CrossFit Games Atlantic Regional,42888,2017/6/4,Confirmed (56),COMP,"['Building C Connector Overlook', ' Exhibit Halls C2-C3 Combined', ' Hall C2 Show Office', ' Hall C3a Show Office', ' Hall C3b Show Office']",42713,8000,9868,42883,2017/6/6,42534,1914284,0,1,57200,3,175,354,10,4,6,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46765.97
1180,6371,Savannah College of Art and Design Graduation,42889,2017/6/3,Confirmed (56),GRAD,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Mezzanine', ' Meeting Room C202', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Meeting Room C301', ' Meeting Room C302']",42647,3000,3300,42885,2017/6/4,41446,184240,0,1,32696,1,242,1443,6,5,5,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,3,1,0,0,12531.38
1181,13304,The Ultimate Women's Expo,42889,2017/6/4,Confirmed (56),PUB,"['Exhibit Hall C4', ' Hall C4 Show Office', ' Marshalling Yard 1a']",42647,5000,0,42887,2017/6/4,42431,525824,,,31200,2,242,458,4,5,6,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28797.16
1182,14295,2017 Southern Pole & Aerial Championships,42889,2017/6/4,Confirmed (56),COMP,"['Meeting Room A411-A412b', ' Meeting Room A412A']",42740,300,300,42888,2017/6/4,42566,33966,0,1,5500,2,149,323,3,5,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2840.09
1183,14821,73rd Annual Churches of Christ National Lectureship Festival in the Park and College Fair,42889,2017/6/3,Confirmed (56),PRTY,"['International Plaza', ' Meeting Room B401-B402', ' Meeting Room B411']",42766,1000,1200,42889,2017/6/3,42662,303063,,,6990,1,123,227,1,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,320.15
1184,15247,GMC-Fairburn  Graduation,42889,2017/6/3,Confirmed (56),GRAD,"['Meeting Room A402', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']",42790,1500,1000,42889,2017/6/3,42747,18333,,,4375,1,99,142,1,5,5,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,141.2
1185,15863,Omni Hotel at CNN Center,42891,2017/6/7,Confirmed (56),MEET,"['Meeting Room A301', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305']",42866,70,300,42891,2017/6/7,42856,29391,,,4394.5,3,25,35,3,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,156.62
1186,15720,Music at Noon,42892,2017/6/6,Confirmed (56),CON,['Southern Company Amphitheater'],42824,75,0,42892,2017/6/6,42824,0,,,0,1,68,68,1,1,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
1187,12906,Wednesday WindDown,42893,2017/6/7,Confirmed (56),CON,['Southern Company Amphitheater'],42374,1500,0,42893,2017/6/7,42374,0,0,1,0,1,519,519,1,2,2,0,0,0,0,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17501.37
1188,13459,Home Furnishings Manufacturing Solutions Expo,42893,2017/6/8,Confirmed (56),CONV,"['Exhibit Hall A1', ' Meeting Room A302', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316']",42550,2000,1645,42890,2017/6/9,42454,947194,,,24000,2,343,439,6,2,3,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,20159.69
1189,16041,USOC All Agency Meeting,42893,2017/6/7,Confirmed (56),MEET,['Room C102 Auditorium'],42909,80,0,42893,2017/6/7,42891,2420,,,291.25,1,-16,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
1190,14959,Freeman/Rotary International,42895,2017/6/14,Confirmed (56),P,['Marshalling Yard 1'],42688,25,0,42895,2017/6/14,42688,320000,,,500,6,207,207,6,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
1191,15146,Water & Sanitation Rotarian Action Group,42895,2017/6/9,Confirmed (56),MEET,['Meeting Room A411-A412'],42783,200,347,42895,2017/6/9,42723,11291,,,2875,1,112,172,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.18
1192,15244,GES/Forest Products MY3,42895,2017/6/16,Confirmed (56),P,['Marshalling Yard 3'],42746,25,0,42895,2017/6/16,42746,1328000,,,0,8,149,149,8,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
1193,15927,Deloitte Impact Day at JA,42895,2017/6/9,Confirmed (56),ME,['JA BizTown Cafe'],42867,50,0,42895,2017/6/9,42867,0,,,0,1,28,28,1,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
1194,16006,Aqua Azul,42895,2017/6/9,Confirmed (56),FILM,"['Building B Service Hallway', ' Exhibit Hall A3', ' Foundry Street Tunnel (A1)', ' Hall A3 Marshaling Yard', ' Thurmond Street Tunnel (A3)', ' Yellow Lot North']",42894,50,50,42895,2017/6/9,42885,105000,,,15000,1,1,10,1,4,4,0,0,0,0,1,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2032.44
1195,6005,Rotary International,42896,2017/6/14,Confirmed (56),CONV,"['Building A-B Registration Hall', ' Building B Food Works', ' Building B-C Connector', ' East Plaza', ' Entire Park', ' Executive Boardroom', ' Exhibit Halls B1-B5 Combined', ' International Lounge', ' Marshalling Yard 1', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411-A412', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C202', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Room C101 Auditorium', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",41425,21000,34990,42887,2017/6/16,41425,10678957,125000,30000,359870,5,1471,1471,16,5,2,1,0,0,0,1,0,3,1,1,1,0,3,0,0,0,7,11,37,0,8,3,0,1,7,3,0,1,24,11,6,3,2,2,0,0,10,316059.24
1196,15490,Reunion Luncheon for 2011-2012 Class of Governors,42897,2017/6/11,Confirmed (56),ME,['Meeting Room A302'],42829,100,85,42897,2017/6/11,42783,4239,4500,,758,1,68,114,1,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nomatch
1197,16080,Daniel T Davis Photography Shoot,42898,2017/6/12,Confirmed (56),VID,['Ring Fountain Plaza'],42906,12,0,42898,2017/6/12,42895,0,,,0,1,-8,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
1198,15748,Music at Noon,42899,2017/6/13,Confirmed (56),CON,['Southern Company Amphitheater'],42829,75,0,42899,2017/6/13,42829,0,,,0,1,70,70,1,1,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
1199,10866,Forest Products 2017,42900,2017/6/16,Confirmed (56),CONV,"['Exhibit Hall A2', ' Exhibit Hall A3', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316']",42373,3000,2000,42897,2017/6/18,42090,1480814,0,1,75000,3,527,810,8,2,4,0,0,0,0,1,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,26341.99
1200,12907,Wednesday WindDown,42900,2017/6/14,Confirmed (56),CON,['Southern Company Amphitheater'],42374,1500,0,42900,2017/6/14,42374,0,0,1,0,1,526,526,1,2,2,0,0,0,0,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17105.18
1201,15749,Music at Noon,42901,2017/6/15,Confirmed (56),CON,['Southern Company Amphitheater'],42829,100,0,42901,2017/6/15,42829,0,,,0,1,72,72,1,3,3,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386
1202,14478,Trainer Family Reunion,42902,2017/6/16,Confirmed (56),FAM,['Garden Pavilion North'],42835,125,0,42902,2017/6/16,42600,0,0,1,500,1,67,302,1,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
1203,13010,HOT 107.9 Birthday Bash Pre- Concert Block Party,42903,2017/6/17,Confirmed (56),CON,['Southern Company Amphitheater'],42859,5000,11600,42902,2017/6/17,42388,0,0,1,3500,1,44,515,2,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5535.18
1204,14725,Herzing University Graduation,42903,2017/6/17,Confirmed (56),GRAD,"['Thomas Murphy Ballroom 1', ' Thomas Murphy Ballroom 2-3']",42685,1200,588,42903,2017/6/17,42646,24760,,,8570,1,218,257,1,5,5,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5197.91
1205,15501,Nexxtshow/NAA,42903,2017/6/26,Confirmed (56),P,['Marshalling Yard 3'],42787,10,0,42903,2017/6/26,42787,1660000,,,5000,10,116,116,10,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
1206,15847,Bass Pro Shops Gone Fishing Promo,42904,2017/6/20,Confirmed (56),PROMO,['International Blvd - Park'],42865,500,0,42904,2017/6/20,42851,0,,,10000,3,39,53,3,6,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.33
1207,9177,National Association for Surface Finishing,42905,2017/6/21,Confirmed (56),CONV,"['Exhibit Hall A2', ' Exhibit Hall Meeting Room A101-A103 Combined', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A407']",41981,800,1000,42903,2017/6/23,41834,733134,0,2105,45425,3,924,1071,7,0,2,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,21,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,44946.2
1208,15750,Music at Noon,42906,2017/6/20,Confirmed (56),CON,['Southern Company Amphitheater'],42829,100,0,42906,2017/6/20,42829,0,,,0,1,77,77,1,1,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
1209,5367,National Apartment Association,42907,2017/6/24,Confirmed (56),CONV,"['Building A Registration Hall', ' Building B Registration Hall', ' Exhibit Hall B1', ' Exhibit Hall B2', ' Exhibit Halls B3-B5 Combined', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",41583,6200,9300,42904,2017/6/24,41380,5482566,300000,15605,210000,4,1324,1527,7,2,5,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,20,0,0,3,0,0,0,2,0,0,24,11,6,3,0,0,0,0,10,82833.63
1210,12908,Wednesday WindDown,42907,2017/6/21,Confirmed (56),CON,['Southern Company Amphitheater'],42374,1500,0,42907,2017/6/21,42374,0,0,1,0,1,533,533,1,2,2,0,0,0,0,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3849.12
1211,15997,DBE/SmallBusiness Outreach,42907,2017/6/21,Confirmed (56),MEET,['Meeting Room A412'],42894,100,0,42907,2017/6/21,42880,5488,,,1000,1,13,27,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.96
1212,15751,Music at Noon,42908,2017/6/22,Confirmed (56),CON,['Southern Company Amphitheater'],42829,100,0,42908,2017/6/22,42829,0,,,0,1,79,79,1,3,3,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
1213,16053,Holder Construction Company Luncheon,42909,2017/6/23,Confirmed (56),ME,['International Plaza'],42907,125,125,42909,2017/6/23,42892,283170,,,2500,1,2,17,1,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.29
1214,15350,National Step League Championships 2017,42910,2017/6/24,Confirmed (56),COMP,"['Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Sidney Marcus Auditorium']",42795,900,968,42910,2017/6/24,42762,20708,,,4870,1,115,148,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,839.14
1215,15918,92.9 The Game Tailgate Fest,42910,2017/6/24,Confirmed (56),PRTY,['Yellow Lot North West'],42894,1000,650,42910,2017/6/24,42866,0,,,5000,1,16,44,1,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.13
1216,16151,Dwayne Sullivan Photography Session,42910,2017/6/24,Confirmed (56),VID,['Quilt of Dreams'],42921,4,0,42910,2017/6/24,42908,0,,,0,1,-11,2,1,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
1217,15723,Georgia Hotel Lodging Association Forecasting Meeting and HotelFest,42913,2017/6/27,Confirmed (56),ME,"['Meeting Room B404', ' Meeting Room B405-B407']",42873,250,350,42912,2017/6/27,42824,26396,0,1,0,1,40,89,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,7,0,0,0,0,0,2102.39
1218,15752,Music at Noon,42913,2017/6/27,Confirmed (56),CON,['Southern Company Amphitheater'],42829,100,0,42913,2017/6/27,42829,0,,,0,1,84,84,1,1,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.12
1219,12909,Wednesday WindDown,42914,2017/6/28,Confirmed (56),CON,['Southern Company Amphitheater'],42374,1500,0,42914,2017/6/28,42374,0,0,1,0,1,540,540,1,2,2,0,0,0,0,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20559.54
1220,14021,Solution Tree,42914,2017/6/30,Confirmed (56),MEET,"['Building A Level 4 Concourse', ' Building A-B Registration Hall', ' Meeting Room A310', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', ' Sidney Marcus Auditorium Lounge']",42564,1000,1100,42913,2017/6/30,42527,300628,,,34936,3,350,387,4,2,4,0,0,0,0,2,1,0,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,8,2,0,1,0,0,0,0,0,0,0,3,0,40100.64
